"order_id","order_date","product_id","subtotal","discount","total","payment","purchase_status","discount_abs","is_confirmed","delivery_id","delivery_service","freight_price","delivery_forecast","delivery_date","delivery_status","delivery_lead_time","delivery_delay","estimated_lead_time","is_late","freight_share","is_cancelled","cancellation_by_payment","category","subcategory","product_price"
1036,2025-02-23 15:22:20.000,P0012,207.20,0.1273,223.72,PIX,Cancelado,26.376560,0,D01036,Same-Day,42.90,2025-04-17 23:37:15.000,2025-04-20 23:37:15.000,Atrasado,56,3,53,1,0.19175755408546397282,1,PIX - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1037,2025-02-20 13:28:42.000,P0012,769.90,0.1486,698.39,Boleto,Processando,114.407140,0,D01037,Same-Day,42.90,2025-04-24 00:54:23.000,2025-04-29 00:54:23.000,Atrasado,68,5,63,1,0.06142699637738226492,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1038,2025-05-02 11:26:40.000,P0012,1286.97,0.0947,1198.08,Boleto,Confirmado,121.876059,1,D01038,Scheduled,32.99,2025-05-05 00:53:36.000,2025-05-09 00:53:36.000,A Caminho,7,4,3,1,0.02753572382478632479,0,Boleto - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1039,2025-04-02 11:28:51.000,P0012,51.80,0.1190,78.63,Credito,Em Analise,6.164200,0,D01039,Scheduled,32.99,2025-05-01 15:28:10.000,2025-05-02 15:28:10.000,A Caminho,30,1,29,1,0.41955996439018186443,0,Credito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1040,2025-03-01 10:40:30.000,P0012,349.80,0.0022,391.93,PIX,Confirmado,0.769560,1,D01040,Same-Day,42.90,2025-04-20 19:00:45.000,2025-04-25 19:00:45.000,Entregue,55,5,50,1,0.10945832163906820095,0,PIX - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1041,2025-02-23 00:33:43.000,P0012,3237.00,0.1321,2842.38,Credito,Cancelado,427.607700,0,D01041,Scheduled,32.99,2025-04-17 00:46:29.000,2025-04-20 00:46:29.000,A Caminho,56,3,53,1,0.01160647063376466201,1,Credito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1042,2025-05-14 09:37:55.000,P0012,17.90,0.1431,58.24,Boleto,Cancelado,2.561490,0,D01042,Same-Day,42.90,2025-05-09 08:32:28.000,2025-05-13 08:32:28.000,Trânsito,0,4,0,1,0.73660714285714285714,1,Boleto - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1043,2025-04-20 21:21:01.000,P0012,3079.60,0.0863,2846.82,PIX,Em Analise,265.769480,0,D01043,Scheduled,32.99,2025-04-27 23:02:23.000,2025-05-02 23:02:23.000,Trânsito,12,5,7,1,0.01158836877638909380,0,PIX - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1044,2025-05-07 05:13:41.000,P0012,149.70,0.1131,155.67,Debito,Confirmado,16.931070,1,D01044,Standard,22.90,2025-05-12 01:40:27.000,2025-05-13 01:40:27.000,Atrasado,6,1,5,1,0.14710605768613091797,0,Debito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1045,2025-04-22 11:28:18.000,P0012,497.97,0.0769,502.58,Debito,Confirmado,38.293893,1,D01045,Same-Day,42.90,2025-04-30 04:10:53.000,2025-05-04 04:10:53.000,Atrasado,12,4,8,1,0.08535954474909467150,0,Debito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1046,2025-03-07 10:16:44.000,P0012,4316.00,0.0429,4173.74,Boleto,Confirmado,185.156400,1,D01046,Same-Day,42.90,2025-04-30 12:33:48.000,2025-04-30 12:33:48.000,A Caminho,54,0,54,0,0.01027855113159899754,0,Boleto - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1047,2025-03-29 10:15:53.000,P0012,129.86,0.1278,146.25,Debito,Em Analise,16.596108,0,D01047,Scheduled,32.99,2025-04-25 06:52:30.000,2025-04-28 06:52:30.000,Trânsito,30,3,27,1,0.22557264957264957265,0,Debito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1049,2025-03-30 06:11:03.000,P0012,124.91,0.0869,156.96,Boleto,Processando,10.854679,0,D01049,Same-Day,42.90,2025-04-18 02:09:20.000,2025-04-20 02:09:20.000,Entregue,21,2,19,1,0.27331804281345565749,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1050,2025-04-08 10:10:48.000,P0012,2742.13,0.0989,2503.92,Boleto,Processando,271.196657,0,D01050,Scheduled,32.99,2025-05-12 08:32:59.000,2025-05-13 08:32:59.000,Atrasado,35,1,34,1,0.01317534106520975111,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1051,2025-03-28 14:47:38.000,P0012,3253.14,0.1284,2858.34,Boleto,Confirmado,417.703176,1,D01051,Standard,22.90,2025-05-09 16:33:51.000,2025-05-13 16:33:51.000,Trânsito,46,4,42,1,0.00801164312153207806,0,Boleto - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1128,2025-04-14 13:06:08.000,P0012,161.70,0.0217,201.09,Boleto,Em Analise,3.508890,0,D01128,Same-Day,42.90,2025-05-08 15:19:29.000,2025-05-09 15:19:29.000,Atrasado,25,1,24,1,0.21333731165149932866,0,Boleto - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1129,2025-04-18 19:58:22.000,P0012,1539.80,0.0391,1512.58,Debito,Cancelado,60.206180,0,D01129,Scheduled,32.99,2025-04-15 00:34:05.000,2025-04-19 00:34:05.000,Entregue,1,4,0,1,0.02181041663911991432,1,Debito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1130,2025-03-28 01:58:49.000,P0012,2158.00,0.0307,2134.65,Credito,Em Analise,66.250600,0,D01130,Same-Day,42.90,2025-04-20 21:12:25.000,2025-04-21 21:12:25.000,Atrasado,24,1,23,1,0.02009697140046377626,0,Credito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1131,2025-03-19 01:54:31.000,P0012,389.58,0.0534,401.77,Debito,Em Analise,20.803572,0,D01131,Scheduled,32.99,2025-05-15 13:51:58.000,2025-05-15 13:51:58.000,Atrasado,57,0,57,0,0.08211165592254274834,0,Debito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1132,2025-03-27 05:18:35.000,P0012,103.60,0.0112,135.43,Debito,Confirmado,1.160320,1,D01132,Scheduled,32.99,2025-05-03 02:02:39.000,2025-05-06 02:02:39.000,A Caminho,40,3,37,1,0.24359447685151000517,0,Debito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1133,2025-05-17 00:32:03.000,P0012,51.80,0.1285,78.13,PIX,Cancelado,6.656300,0,D01133,Scheduled,32.99,2025-05-08 02:55:58.000,2025-05-11 02:55:58.000,Entregue,0,3,0,1,0.42224497632151542301,1,PIX - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1134,2025-03-18 21:41:41.000,P0012,3237.00,0.1290,2862.33,Boleto,Processando,417.573000,0,D01134,Same-Day,42.90,2025-04-13 16:33:58.000,2025-04-17 16:33:58.000,Entregue,30,4,26,1,0.01498778966785800379,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1136,2025-03-27 14:35:40.000,P0012,1347.00,0.0918,1256.34,Boleto,Confirmado,123.654600,1,D01136,Scheduled,32.99,2025-04-18 15:17:16.000,2025-04-21 15:17:16.000,Trânsito,25,3,22,1,0.02625881528885492781,0,Boleto - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1137,2025-03-31 14:29:17.000,P0012,107.80,0.0963,130.41,Debito,Confirmado,10.381140,1,D01137,Scheduled,32.99,2025-04-27 15:02:29.000,2025-05-01 15:02:29.000,A Caminho,31,4,27,1,0.25297139789893413082,0,Debito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1138,2025-02-24 18:07:08.000,P0012,71.60,0.1124,106.45,Credito,Cancelado,8.047840,0,D01138,Same-Day,42.90,2025-05-08 00:33:28.000,2025-05-13 00:33:28.000,A Caminho,78,5,73,1,0.40300610615312353217,1,Credito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1139,2025-03-18 10:31:48.000,P0012,99.80,0.0781,125.00,Credito,Confirmado,7.794380,1,D01139,Scheduled,32.99,2025-05-09 04:52:40.000,2025-05-12 04:52:40.000,Entregue,55,3,52,1,0.26392000000000000000,0,Credito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1140,2025-03-20 01:13:19.000,P0012,174.90,0.0766,194.49,PIX,Em Analise,13.397340,0,D01140,Scheduled,32.99,2025-04-18 13:41:27.000,2025-04-21 13:41:27.000,Atrasado,32,3,29,1,0.16962311686976194149,0,PIX - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1141,2025-03-01 13:39:27.000,P0012,53.70,0.0947,81.60,Debito,Em Analise,5.085390,0,D01141,Scheduled,32.99,2025-05-05 15:59:42.000,2025-05-09 15:59:42.000,Entregue,69,4,65,1,0.40428921568627450980,0,Debito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1142,2025-03-15 17:31:54.000,P0012,4879.71,0.1055,4387.80,PIX,Em Analise,514.809405,0,D01142,Standard,22.90,2025-05-13 07:52:44.000,2025-05-15 07:52:44.000,A Caminho,61,2,59,1,0.00521901636355348922,0,PIX - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1143,2025-05-08 10:37:20.000,P0012,207.20,0.0520,239.33,Boleto,Processando,10.774400,0,D01143,Same-Day,42.90,2025-04-26 09:44:51.000,2025-04-29 09:44:51.000,A Caminho,0,3,0,1,0.17925040738728951657,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1144,2025-03-16 06:24:55.000,P0012,769.90,0.0496,754.61,Credito,Processando,38.187040,0,D01144,Standard,22.90,2025-05-14 14:57:42.000,2025-05-15 14:57:42.000,Trânsito,60,1,59,1,0.03034680165913518241,0,Credito - Processando,Eletrônicos,Áudio e Vídeo,769.90
1145,2025-03-12 11:40:30.000,P0012,4604.00,0.0405,4440.44,Credito,Processando,186.462000,0,D01145,Standard,22.90,2025-05-07 18:20:20.000,2025-05-11 18:20:20.000,Atrasado,60,4,56,1,0.00515714658907675816,0,Credito - Processando,Eletrônicos,Áudio e Vídeo,769.90
1146,2025-03-16 03:04:21.000,P0012,2158.00,0.0823,2013.39,PIX,Cancelado,177.603400,0,D01146,Scheduled,32.99,2025-05-05 06:10:03.000,2025-05-08 06:10:03.000,Entregue,53,3,50,1,0.01638530041373007713,1,PIX - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1147,2025-04-28 03:59:41.000,P0012,1898.00,0.0540,1828.50,PIX,Confirmado,102.492000,1,D01147,Scheduled,32.99,2025-05-02 13:52:19.000,2025-05-07 13:52:19.000,Atrasado,9,5,4,1,0.01804211101996171725,0,PIX - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1148,2025-04-02 06:50:07.000,P0012,99.80,0.0810,124.71,PIX,Em Analise,8.083800,0,D01148,Scheduled,32.99,2025-05-02 22:23:16.000,2025-05-05 22:23:16.000,Atrasado,33,3,30,1,0.26453371822628498116,0,PIX - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1149,2025-04-14 12:35:41.000,P0012,2158.00,0.0609,2069.48,Boleto,Cancelado,131.422200,0,D01149,Same-Day,42.90,2025-04-19 05:36:41.000,2025-04-23 05:36:41.000,Trânsito,9,4,5,1,0.02072984517849894660,1,Boleto - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1150,2025-04-14 21:30:46.000,P0012,389.58,0.1255,373.68,Boleto,Cancelado,48.892290,0,D01150,Scheduled,32.99,2025-05-03 02:43:32.000,2025-05-03 02:43:32.000,Trânsito,19,0,19,0,0.08828409334189681010,1,Boleto - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1151,2025-03-24 09:47:28.000,P0012,663.96,0.0110,689.65,Boleto,Processando,7.303560,0,D01151,Scheduled,32.99,2025-05-01 12:42:42.000,2025-05-05 12:42:42.000,A Caminho,42,4,38,1,0.04783585876894076706,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1152,2025-03-24 12:57:21.000,P0012,174.90,0.0858,182.79,Debito,Processando,15.006420,0,D01152,Standard,22.90,2025-04-28 13:49:03.000,2025-05-01 13:49:03.000,Atrasado,38,3,35,1,0.12528037638820504404,0,Debito - Processando,Eletrônicos,Áudio e Vídeo,769.90
1153,2025-04-06 13:02:58.000,P0012,124.91,0.0863,157.03,PIX,Confirmado,10.779733,1,D01153,Same-Day,42.90,2025-04-20 16:21:52.000,2025-04-22 16:21:52.000,Entregue,16,2,14,1,0.27319620454690186589,0,PIX - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1154,2025-03-14 14:23:40.000,P0012,51.80,0.0576,91.72,Debito,Processando,2.983680,0,D01154,Same-Day,42.90,2025-04-30 07:07:07.000,2025-05-05 07:07:07.000,Atrasado,52,5,47,1,0.46772786742259049280,0,Debito - Processando,Eletrônicos,Áudio e Vídeo,769.90
1155,2025-05-03 19:08:35.000,P0012,1798.00,0.0632,1727.27,Boleto,Confirmado,113.633600,1,D01155,Same-Day,42.90,2025-04-24 02:29:36.000,2025-04-24 02:29:36.000,Entregue,0,0,0,0,0.02483688132139156009,0,Boleto - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1156,2025-02-28 19:16:29.000,P0012,199.60,0.1200,208.64,Boleto,Em Analise,23.952000,0,D01156,Scheduled,32.99,2025-04-26 09:56:35.000,2025-05-01 09:56:35.000,A Caminho,62,5,57,1,0.15811924846625766871,0,Boleto - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1157,2025-04-10 15:30:07.000,P0012,8226.39,0.0421,7902.96,Credito,Confirmado,346.331019,1,D01157,Standard,22.90,2025-05-11 18:47:43.000,2025-05-14 18:47:43.000,Trânsito,34,3,31,1,0.00289764847601405043,0,Credito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1158,2025-02-25 10:37:34.000,P0012,17.90,0.1307,48.55,Boleto,Processando,2.339530,0,D01158,Scheduled,32.99,2025-04-25 01:17:06.000,2025-04-30 01:17:06.000,Trânsito,64,5,59,1,0.67950566426364572606,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1159,2025-02-18 08:40:41.000,P0012,7916.40,0.1345,6894.54,Credito,Confirmado,1064.755800,1,D01159,Same-Day,42.90,2025-04-20 10:54:16.000,2025-04-25 10:54:16.000,A Caminho,66,5,61,1,0.00622231504929988078,0,Credito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1160,2025-02-21 14:48:58.000,P0012,3596.00,0.0976,3278.02,PIX,Confirmado,350.969600,1,D01160,Scheduled,32.99,2025-05-04 03:01:04.000,2025-05-08 03:01:04.000,Entregue,76,4,72,1,0.01006400205001799867,0,PIX - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1161,2025-03-27 22:33:24.000,P0012,428.99,0.1159,422.17,Boleto,Em Analise,49.719941,0,D01161,Same-Day,42.90,2025-05-06 23:40:14.000,2025-05-07 23:40:14.000,Atrasado,41,1,40,1,0.10161783167918137243,0,Boleto - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1163,2025-05-16 23:13:58.000,P0012,5937.30,0.0788,5492.34,PIX,Em Analise,467.859240,0,D01163,Standard,22.90,2025-05-03 09:59:09.000,2025-05-03 09:59:09.000,Trânsito,0,0,0,0,0.00416944326097801666,0,PIX - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1165,2025-03-12 04:50:14.000,P0012,1898.00,0.0424,1850.51,Credito,Em Analise,80.475200,0,D01165,Scheduled,32.99,2025-04-28 07:04:56.000,2025-05-03 07:04:56.000,Trânsito,52,5,47,1,0.01782751781941194590,0,Credito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1166,2025-04-13 15:01:05.000,P0012,2742.13,0.0231,2721.69,PIX,Em Analise,63.343203,0,D01166,Same-Day,42.90,2025-04-29 14:55:40.000,2025-04-30 14:55:40.000,Entregue,17,1,16,1,0.01576226535718616007,0,PIX - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1168,2025-04-15 06:43:04.000,P0012,161.70,0.0922,189.69,Debito,Em Analise,14.908740,0,D01168,Same-Day,42.90,2025-05-01 11:18:22.000,2025-05-03 11:18:22.000,Entregue,18,2,16,1,0.22615846908113237387,0,Debito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1169,2025-05-07 20:56:14.000,P0012,35.80,0.0278,77.70,Debito,Em Analise,0.995240,0,D01169,Same-Day,42.90,2025-05-13 20:01:45.000,2025-05-15 20:01:45.000,Entregue,8,2,6,1,0.55212355212355212355,0,Debito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1170,2025-03-23 12:00:18.000,P0012,428.99,0.1363,413.42,Credito,Processando,58.471337,0,D01170,Same-Day,42.90,2025-04-20 16:30:06.000,2025-04-20 16:30:06.000,Trânsito,28,0,28,0,0.10376856465579797784,0,Credito - Processando,Eletrônicos,Áudio e Vídeo,769.90
1171,2025-04-17 01:11:24.000,P0012,165.99,0.0617,198.65,Boleto,Processando,10.241583,0,D01171,Same-Day,42.90,2025-04-22 23:20:00.000,2025-04-26 23:20:00.000,Atrasado,9,4,5,1,0.21595771457337024918,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1172,2025-04-22 17:20:09.000,P0012,124.91,0.1275,131.88,Credito,Confirmado,15.926025,1,D01172,Standard,22.90,2025-04-19 14:45:04.000,2025-04-21 14:45:04.000,A Caminho,0,2,0,1,0.17364270548983924780,0,Credito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1173,2025-05-06 02:21:20.000,P0012,174.90,0.0374,211.26,PIX,Processando,6.541260,0,D01173,Same-Day,42.90,2025-04-17 17:01:10.000,2025-04-20 17:01:10.000,Atrasado,0,3,0,1,0.20306731042317523431,0,PIX - Processando,Eletrônicos,Áudio e Vídeo,769.90
1174,2025-03-21 14:45:31.000,P0012,519.44,0.0470,517.93,Debito,Processando,24.413680,0,D01174,Standard,22.90,2025-05-14 23:58:00.000,2025-05-15 23:58:00.000,Entregue,55,1,54,1,0.04421446913675593227,0,Debito - Processando,Eletrônicos,Áudio e Vídeo,769.90
1175,2025-05-02 10:10:17.000,P0012,4604.00,0.0089,4585.92,Boleto,Processando,40.975600,0,D01175,Standard,22.90,2025-04-30 10:50:21.000,2025-04-30 10:50:21.000,Trânsito,0,0,0,0,0.00499354546088898193,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1176,2025-02-23 07:13:30.000,P0012,8226.39,0.0387,7950.93,Credito,Cancelado,318.361293,0,D01176,Same-Day,42.90,2025-05-12 00:05:11.000,2025-05-15 00:05:11.000,Entregue,81,3,78,1,0.00539559523225584932,1,Credito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1177,2025-05-09 06:20:21.000,P0012,1796.00,0.0735,1706.89,PIX,Em Analise,132.006000,0,D01177,Same-Day,42.90,2025-04-22 11:49:10.000,2025-04-24 11:49:10.000,Entregue,0,2,0,1,0.02513342980508410032,0,PIX - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1178,2025-04-28 01:42:12.000,P0012,174.90,0.1419,172.98,PIX,Confirmado,24.818310,1,D01178,Standard,22.90,2025-04-21 04:02:40.000,2025-04-22 04:02:40.000,Atrasado,0,1,0,1,0.13238524684934674529,0,PIX - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1179,2025-04-09 10:27:01.000,P0012,1898.00,0.0583,1810.25,Debito,Em Analise,110.653400,0,D01179,Standard,22.90,2025-05-05 10:34:25.000,2025-05-10 10:34:25.000,A Caminho,31,5,26,1,0.01265018643833724624,0,Debito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1180,2025-04-20 09:30:47.000,P0012,5937.30,0.0960,5390.22,Debito,Processando,569.980800,0,D01180,Standard,22.90,2025-04-29 01:56:00.000,2025-05-02 01:56:00.000,A Caminho,12,3,9,1,0.00424843512880735851,0,Debito - Processando,Eletrônicos,Áudio e Vídeo,769.90
1181,2025-05-15 12:16:27.000,P0012,8226.39,0.0642,7741.16,Credito,Em Analise,528.134238,0,D01181,Same-Day,42.90,2025-04-17 18:28:48.000,2025-04-17 18:28:48.000,Entregue,0,0,0,0,0.00554180510414459848,0,Credito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1182,2025-05-09 10:19:20.000,P0012,1626.57,0.0070,1658.08,Boleto,Processando,11.385990,0,D01182,Same-Day,42.90,2025-04-18 19:35:08.000,2025-04-19 19:35:08.000,A Caminho,0,1,0,1,0.02587329923767248866,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1183,2025-05-16 06:43:47.000,P0012,1798.00,0.0755,1685.15,Credito,Confirmado,135.749000,1,D01183,Standard,22.90,2025-05-05 04:55:11.000,2025-05-05 04:55:11.000,A Caminho,0,0,0,0,0.01358929472153814201,0,Credito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1184,2025-04-15 05:39:59.000,P0012,524.70,0.0099,542.41,Boleto,Cancelado,5.194530,0,D01184,Standard,22.90,2025-05-12 02:14:21.000,2025-05-14 02:14:21.000,Entregue,29,2,27,1,0.04221898563817038771,1,Boleto - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1185,2025-03-30 14:32:19.000,P0012,249.82,0.1326,249.68,Boleto,Em Analise,33.126132,0,D01185,Scheduled,32.99,2025-04-26 01:03:53.000,2025-05-01 01:03:53.000,Trânsito,32,5,27,1,0.13212912528035885934,0,Boleto - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1187,2025-05-16 05:37:33.000,P0012,349.80,0.0568,362.92,Credito,Confirmado,19.868640,1,D01187,Scheduled,32.99,2025-05-03 02:59:45.000,2025-05-03 02:59:45.000,Entregue,0,0,0,0,0.09090157610492670561,0,Credito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1188,2025-02-21 14:14:27.000,P0012,3253.14,0.0960,2963.74,Credito,Processando,312.301440,0,D01188,Standard,22.90,2025-05-05 03:32:01.000,2025-05-07 03:32:01.000,Trânsito,75,2,73,1,0.00772672366671840310,0,Credito - Processando,Eletrônicos,Áudio e Vídeo,769.90
1189,2025-05-12 03:25:02.000,P0012,3596.00,0.0168,3568.58,Boleto,Processando,60.412800,0,D01189,Scheduled,32.99,2025-05-11 16:28:51.000,2025-05-11 16:28:51.000,A Caminho,0,0,0,0,0.00924457347180110856,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1190,2025-04-07 07:40:24.000,P0012,71.60,0.1054,97.04,Boleto,Em Analise,7.546640,0,D01190,Scheduled,32.99,2025-04-18 12:42:39.000,2025-04-21 12:42:39.000,Trânsito,14,3,11,1,0.33996290189612530915,0,Boleto - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1191,2025-03-14 06:56:53.000,P0012,2847.00,0.1234,2518.58,Debito,Em Analise,351.319800,0,D01191,Standard,22.90,2025-05-08 19:43:36.000,2025-05-08 19:43:36.000,Atrasado,55,0,55,0,0.00909242509668146336,0,Debito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1192,2025-04-17 15:03:48.000,P0012,3079.60,0.1233,2722.79,Boleto,Em Analise,379.714680,0,D01192,Standard,22.90,2025-05-08 04:39:01.000,2025-05-13 04:39:01.000,Trânsito,26,5,21,1,0.00841049070989683376,0,Boleto - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1193,2025-03-28 03:54:51.000,P0012,2847.00,0.0426,2748.62,PIX,Confirmado,121.282200,1,D01193,Standard,22.90,2025-05-05 19:48:14.000,2025-05-06 19:48:14.000,Trânsito,39,1,38,1,0.00833145360217127140,0,PIX - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1194,2025-02-25 19:27:45.000,P0012,1079.00,0.0396,1069.26,Boleto,Processando,42.728400,0,D01194,Scheduled,32.99,2025-04-14 20:38:28.000,2025-04-18 20:38:28.000,Atrasado,52,4,48,1,0.03085311336812374913,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1195,2025-05-05 04:11:46.000,P0012,129.86,0.0782,152.69,Debito,Confirmado,10.155052,1,D01195,Scheduled,32.99,2025-04-27 10:51:51.000,2025-04-30 10:51:51.000,Atrasado,0,3,0,1,0.21605868098762197917,0,Debito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1196,2025-05-01 01:30:34.000,P0012,9149.97,0.1452,7864.29,Credito,Cancelado,1328.575644,0,D01196,Same-Day,42.90,2025-04-21 21:46:12.000,2025-04-24 21:46:12.000,Atrasado,0,3,0,1,0.00545503789916190781,1,Credito - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1198,2025-04-27 09:21:53.000,P0012,4288.00,0.0539,4089.87,Boleto,Cancelado,231.123200,0,D01198,Scheduled,32.99,2025-05-15 23:14:04.000,2025-05-16 23:14:04.000,Atrasado,19,1,18,1,0.00806627105507021006,1,Boleto - Cancelado,Eletrônicos,Áudio e Vídeo,769.90
1207,2025-03-12 07:30:56.000,P0012,374.73,0.1265,370.23,PIX,Confirmado,47.403345,1,D01207,Same-Day,42.90,2025-04-15 16:35:01.000,2025-04-18 16:35:01.000,A Caminho,37,3,34,1,0.11587391621424519893,0,PIX - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1209,2025-02-17 04:19:57.000,P0012,3796.00,0.0185,3748.67,PIX,Em Analise,70.226000,0,D01209,Standard,22.90,2025-04-29 15:01:16.000,2025-05-04 15:01:16.000,Atrasado,76,5,71,1,0.00610883326619841170,0,PIX - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1210,2025-04-11 00:07:38.000,P0012,3596.00,0.0378,3482.97,PIX,Confirmado,135.928800,1,D01210,Standard,22.90,2025-05-02 23:08:37.000,2025-05-07 23:08:37.000,Atrasado,26,5,21,1,0.00657484847701817702,0,PIX - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
1211,2025-02-24 07:54:35.000,P0012,1898.00,0.0844,1780.71,Boleto,Processando,160.191200,0,D01211,Same-Day,42.90,2025-04-18 19:49:26.000,2025-04-21 19:49:26.000,A Caminho,56,3,53,1,0.02409151405899893863,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1212,2025-05-03 22:24:28.000,P0012,161.70,0.0875,190.45,Debito,Em Analise,14.148750,0,D01212,Same-Day,42.90,2025-04-21 11:50:54.000,2025-04-24 11:50:54.000,Entregue,0,3,0,1,0.22525597269624573379,0,Debito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1213,2025-04-08 12:52:25.000,P0012,699.60,0.0865,681.98,Boleto,Processando,60.515400,0,D01213,Same-Day,42.90,2025-04-18 11:39:21.000,2025-04-22 11:39:21.000,Trânsito,14,4,10,1,0.06290507052992756386,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1214,2025-03-08 13:04:31.000,P0012,1796.00,0.0116,1808.16,Debito,Em Analise,20.833600,0,D01214,Scheduled,32.99,2025-05-09 14:01:15.000,2025-05-12 14:01:15.000,Entregue,65,3,62,1,0.01824506680824705778,0,Debito - Em Analise,Eletrônicos,Áudio e Vídeo,769.90
1216,2025-05-08 18:45:48.000,P0012,53.70,0.1364,89.28,Boleto,Processando,7.324680,0,D01216,Same-Day,42.90,2025-05-13 12:53:25.000,2025-05-16 12:53:25.000,Atrasado,8,3,5,1,0.48051075268817204301,0,Boleto - Processando,Eletrônicos,Áudio e Vídeo,769.90
1217,2025-03-21 06:19:52.000,P0012,524.70,0.0766,527.41,Credito,Confirmado,40.192020,1,D01217,Same-Day,42.90,2025-04-24 17:21:25.000,2025-04-25 17:21:25.000,A Caminho,35,1,34,1,0.08134089228493961055,0,Credito - Confirmado,Eletrônicos,Áudio e Vídeo,769.90
